run_group,cve_id,candidate_id,candidate_commit_sha,rank,decision,confidence,candidate_source,candidate_anchor_role,risk_flags,evidence_refs_used,top1_raw_candidate_judgment,lifecycle
10,CVE-2020-11984,pre-fix-line:ee07dfbbcdcd44a10b6fc69641be54ba4a4b23bc3787b9390e7fff4211e06c42,da54e90ddaa01c02a68fda8dc08004c97cb4aa2b,3,uncertain_boundary,low,strong,dangerous_use,"[""non_release_tag_noise"", ""whitespace_sensitive_blame""]","[""candidate:pre-fix-line:ee07dfbbcdcd44a10b6fc69641be54ba4a4b23bc3787b9390e7fff4211e06c42"", ""szz:pre-fix-line:ee07dfbbcdcd44a10b6fc69641be54ba4a4b23bc3787b9390e7fff4211e06c42"", ""root_cause:pre-fix-line:ee07dfbbcdcd44a10b6fc69641be54ba4a4b23bc3787b9390e7fff4211e06c42""]",False,raw_candidate_judged
10,CVE-2022-0171,pre-fix-line:52235be9052926d5b94e7f55f55e32e0c17921d981700ee274243ff893d35de0,8931a454aea03bab21b3b8fcdc94f674eebd1c5d,1,plausible_introduction_boundary,medium,strong,control_predecessor,"[""non_release_tag_noise""]","[""candidate:pre-fix-line:52235be9052926d5b94e7f55f55e32e0c17921d981700ee274243ff893d35de0"", ""szz:pre-fix-line:52235be9052926d5b94e7f55f55e32e0c17921d981700ee274243ff893d35de0"", ""root_cause:pre-fix-line:52235be9052926d5b94e7f55f55e32e0c17921d981700ee274243ff893d35de0""]",True,raw_candidate_judged
10,CVE-2022-0171,pre-fix-line:b13d524ddf813defb48dfae202509c87bd59025fbfc6fda94372ff406e57f23c,f922bd9bf33bd5a8c6694927f010f32127810fbf,2,uncertain_boundary,medium,strong,state_declaration,"[""add_only_semantic_anchor"", ""move_copy_sensitive_blame"", ""non_release_tag_noise""]","[""candidate:pre-fix-line:b13d524ddf813defb48dfae202509c87bd59025fbfc6fda94372ff406e57f23c"", ""szz:pre-fix-line:b13d524ddf813defb48dfae202509c87bd59025fbfc6fda94372ff406e57f23c"", ""root_cause:pre-fix-line:b13d524ddf813defb48dfae202509c87bd59025fbfc6fda94372ff406e57f23c""]",False,raw_candidate_judged
10,CVE-2022-0286,pre-fix-line:dff6626881878dc79797acc5156a658866f3a5cb26c680ed33f6cd6b0f79cc34,bdfd2d1fa79acd03e18d1683419572f3682b39fd,1,plausible_introduction_boundary,high,strong,sink,"[""add_only_semantic_anchor"", ""non_release_tag_noise""]","[""candidate:pre-fix-line:dff6626881878dc79797acc5156a658866f3a5cb26c680ed33f6cd6b0f79cc34"", ""szz:pre-fix-line:dff6626881878dc79797acc5156a658866f3a5cb26c680ed33f6cd6b0f79cc34"", ""root_cause:pre-fix-line:dff6626881878dc79797acc5156a658866f3a5cb26c680ed33f6cd6b0f79cc34""]",True,raw_candidate_judged
10,CVE-2022-0286,pre-fix-line:af8b4b45936c1599fd89b400eccbde6e926114aa81693d29af78daadbf63726c,f548a476268d621846bb0146af861bb56250ae37,2,uncertain_boundary,medium,strong,data_source,"[""add_only_semantic_anchor"", ""move_copy_sensitive_blame"", ""non_release_tag_noise""]","[""candidate:pre-fix-line:af8b4b45936c1599fd89b400eccbde6e926114aa81693d29af78daadbf63726c"", ""szz:pre-fix-line:af8b4b45936c1599fd89b400eccbde6e926114aa81693d29af78daadbf63726c"", ""root_cause:pre-fix-line:af8b4b45936c1599fd89b400eccbde6e926114aa81693d29af78daadbf63726c""]",False,raw_candidate_judged
10,CVE-2020-15389,pre-fix-line:c9ee81f750531856ab36bc07e48b1459c0467235001c1784bd102942543a1344,27e255fa75b7b9e989de3ec379c9de2b7462983b,1,uncertain_boundary,low,strong,state_declaration,"[""non_release_tag_noise"", ""whitespace_sensitive_blame""]","[""candidate:pre-fix-line:c9ee81f750531856ab36bc07e48b1459c0467235001c1784bd102942543a1344"", ""szz:pre-fix-line:c9ee81f750531856ab36bc07e48b1459c0467235001c1784bd102942543a1344"", ""root_cause:pre-fix-line:c9ee81f750531856ab36bc07e48b1459c0467235001c1784bd102942543a1344""]",True,raw_candidate_judged
10,CVE-2020-15389,pre-fix-line:0ea454a1d32a8accab5d75eaacde919394251cbc5ded6ad427ef6039f1f94c88,055d429ae11ad98dfd3dc68d188ec538588d805c,2,uncertain_boundary,low,strong,state_declaration,"[""non_release_tag_noise"", ""whitespace_sensitive_blame""]","[""candidate:pre-fix-line:0ea454a1d32a8accab5d75eaacde919394251cbc5ded6ad427ef6039f1f94c88"", ""szz:pre-fix-line:0ea454a1d32a8accab5d75eaacde919394251cbc5ded6ad427ef6039f1f94c88"", ""root_cause:pre-fix-line:0ea454a1d32a8accab5d75eaacde919394251cbc5ded6ad427ef6039f1f94c88""]",False,raw_candidate_judged
10,CVE-2020-15389,pre-fix-line:f4d42045cc6be879ba8636fb2db25ab344059f1a547ac99372842835a09c1088,028088f5f077b6cc666f8152736398df68ec239b,3,uncertain_boundary,low,strong,state_declaration,"[""non_release_tag_noise"", ""whitespace_sensitive_blame""]","[""candidate:pre-fix-line:f4d42045cc6be879ba8636fb2db25ab344059f1a547ac99372842835a09c1088"", ""szz:pre-fix-line:f4d42045cc6be879ba8636fb2db25ab344059f1a547ac99372842835a09c1088"", ""root_cause:pre-fix-line:f4d42045cc6be879ba8636fb2db25ab344059f1a547ac99372842835a09c1088""]",False,raw_candidate_judged
10,CVE-2020-1967,pre-fix-line:e5ecd537cb332ded9cf6af2e2da76689c6d7230c05b896ee3dd7ad5d25ee50af,604ba26560ca71bf8a1c127da96727b5b2b077e1,1,plausible_introduction_boundary,high,strong,dangerous_use,"[""candidate_in_fix_series_hint""]","[""root_cause:pre-fix-line:e5ecd537cb332ded9cf6af2e2da76689c6d7230c05b896ee3dd7ad5d25ee50af"", ""szz:pre-fix-line:e5ecd537cb332ded9cf6af2e2da76689c6d7230c05b896ee3dd7ad5d25ee50af"", ""candidate:pre-fix-line:e5ecd537cb332ded9cf6af2e2da76689c6d7230c05b896ee3dd7ad5d25ee50af""]",True,raw_candidate_judged
10,CVE-2020-11869,pre-fix-line:5fd1fd3d1682a5e440f8fd81c8b055b726324cf9a9ccd8c818dd7f70edc60007,584acf34cb05f16e13a46d666196a7583d232616,1,plausible_introduction_boundary,high,strong,state_declaration,"[""candidate_in_fix_series_hint"", ""non_release_tag_noise"", ""release_line_overreach""]","[""candidate:pre-fix-line:5fd1fd3d1682a5e440f8fd81c8b055b726324cf9a9ccd8c818dd7f70edc60007"", ""szz:pre-fix-line:5fd1fd3d1682a5e440f8fd81c8b055b726324cf9a9ccd8c818dd7f70edc60007"", ""root_cause:pre-fix-line:5fd1fd3d1682a5e440f8fd81c8b055b726324cf9a9ccd8c818dd7f70edc60007""]",True,raw_candidate_judged
10,CVE-2020-11869,pre-fix-line:c8401b17cc72da4caf175cef6f301f6be4475f2929df123abe8642f843e50966,862b4a291dcf143fdb227e97feb7fd45e6466aca,2,plausible_introduction_boundary,medium,strong,dangerous_use,"[""non_release_tag_noise"", ""release_line_overreach""]","[""candidate:pre-fix-line:c8401b17cc72da4caf175cef6f301f6be4475f2929df123abe8642f843e50966"", ""szz:pre-fix-line:c8401b17cc72da4caf175cef6f301f6be4475f2929df123abe8642f843e50966"", ""root_cause:pre-fix-line:c8401b17cc72da4caf175cef6f301f6be4475f2929df123abe8642f843e50966""]",False,raw_candidate_judged
10,CVE-2020-13164,pre-fix-line:1bab2ed514c9ecf7c49d4a12e9e85aa5041f7fb63162f0f1f1292b9592711824,354b4b74d08fbafe23c7929f1f68eb4c84df4e2f,1,plausible_introduction_boundary,high,strong,recursion_entry,"[""non_release_tag_noise"", ""release_line_overreach"", ""release_reachability_too_broad""]","[""candidate:pre-fix-line:1bab2ed514c9ecf7c49d4a12e9e85aa5041f7fb63162f0f1f1292b9592711824"", ""szz:pre-fix-line:1bab2ed514c9ecf7c49d4a12e9e85aa5041f7fb63162f0f1f1292b9592711824"", ""root_cause:pre-fix-line:1bab2ed514c9ecf7c49d4a12e9e85aa5041f7fb63162f0f1f1292b9592711824""]",True,raw_candidate_judged
10,CVE-2020-13164,pre-fix-line:f3a7dba184c0dac915bd0d6464ac70e5a34d7b8141277682ad010849855faa1c,c38eb2f027ace5a85007fb67084d2fa927467540,2,unlikely_boundary,medium,strong,control_predecessor,"[""non_release_tag_noise"", ""release_line_overreach"", ""release_reachability_too_broad""]","[""candidate:pre-fix-line:f3a7dba184c0dac915bd0d6464ac70e5a34d7b8141277682ad010849855faa1c"", ""szz:pre-fix-line:f3a7dba184c0dac915bd0d6464ac70e5a34d7b8141277682ad010849855faa1c"", ""root_cause:pre-fix-line:f3a7dba184c0dac915bd0d6464ac70e5a34d7b8141277682ad010849855faa1c""]",False,raw_candidate_judged
30,CVE-2020-10251,pre-fix-line:728a74ab58b7480d17c332e5cac1b2d17b1104263727c50cfb0caba41f2ff9a0,8c69a644b1a32dd032541d123d232003f05887f8,1,uncertain_boundary,medium,strong,sink,"[""move_copy_sensitive_blame"", ""release_line_overreach"", ""release_reachability_too_broad""]","[""candidate:pre-fix-line:728a74ab58b7480d17c332e5cac1b2d17b1104263727c50cfb0caba41f2ff9a0"", ""szz:pre-fix-line:728a74ab58b7480d17c332e5cac1b2d17b1104263727c50cfb0caba41f2ff9a0"", ""root_cause:pre-fix-line:728a74ab58b7480d17c332e5cac1b2d17b1104263727c50cfb0caba41f2ff9a0""]",True,raw_candidate_judged
30,CVE-2020-10251,pre-fix-line:9dc8ff4c78a029afaeb373ad87410b09da99271b5cbb20a49117b78dc70b374f,f6cad26b6004600b64093c9a135fbc42d49b6806,2,unlikely_boundary,medium,strong,control_predecessor,"[""candidate_in_fix_series_hint"", ""release_line_overreach"", ""release_reachability_too_broad""]","[""candidate:pre-fix-line:9dc8ff4c78a029afaeb373ad87410b09da99271b5cbb20a49117b78dc70b374f"", ""szz:pre-fix-line:9dc8ff4c78a029afaeb373ad87410b09da99271b5cbb20a49117b78dc70b374f"", ""root_cause:pre-fix-line:9dc8ff4c78a029afaeb373ad87410b09da99271b5cbb20a49117b78dc70b374f""]",False,raw_candidate_judged
30,CVE-2020-10702,pre-fix-line:d9efb639c765ba9e47babe00e87ce06350f7fda86896d01fdce0e17914c77c10,990870b205ddfdba3fd3c1321e6083005ef59d1a,1,plausible_introduction_boundary,high,strong,dangerous_use,"[""non_release_tag_noise"", ""release_line_overreach""]","[""candidate:pre-fix-line:d9efb639c765ba9e47babe00e87ce06350f7fda86896d01fdce0e17914c77c10"", ""szz:pre-fix-line:d9efb639c765ba9e47babe00e87ce06350f7fda86896d01fdce0e17914c77c10"", ""root_cause:pre-fix-line:d9efb639c765ba9e47babe00e87ce06350f7fda86896d01fdce0e17914c77c10""]",True,raw_candidate_judged
30,CVE-2020-11647,pre-fix-line:1021db2626542faddcf7bd535202532487e758f6a0ae59c25681f489e97f5a88,63e31768817d2cfdbaeba77f73c85f5eb98dd1ff,1,uncertain_boundary,medium,strong,control_predecessor,"[""add_only_semantic_anchor"", ""move_copy_sensitive_blame"", ""non_release_tag_noise"", ""release_line_overreach"", ""release_reachability_too_broad""]","[""candidate:pre-fix-line:1021db2626542faddcf7bd535202532487e758f6a0ae59c25681f489e97f5a88"", ""szz:pre-fix-line:1021db2626542faddcf7bd535202532487e758f6a0ae59c25681f489e97f5a88"", ""root_cause:pre-fix-line:1021db2626542faddcf7bd535202532487e758f6a0ae59c25681f489e97f5a88""]",True,raw_candidate_judged
30,CVE-2020-11647,pre-fix-line:621c3ba57093f96bb40f689abf99bfd08e12935484a28d4425302ddf543e6438,01f7356f85d33567a25e722e6488addd72ff64d4,2,plausible_introduction_boundary,low,strong,data_source,"[""add_only_semantic_anchor"", ""non_release_tag_noise"", ""release_line_overreach"", ""release_reachability_too_broad""]","[""candidate:pre-fix-line:621c3ba57093f96bb40f689abf99bfd08e12935484a28d4425302ddf543e6438"", ""szz:pre-fix-line:621c3ba57093f96bb40f689abf99bfd08e12935484a28d4425302ddf543e6438"", ""root_cause:pre-fix-line:621c3ba57093f96bb40f689abf99bfd08e12935484a28d4425302ddf543e6438""]",False,raw_candidate_judged
30,CVE-2020-11647,pre-fix-line:963caef4d423e31d032535d30db5320e09ef77a739c2ccdefe5855b706593487,809fb769b4b903c1f1e003dcd24e7ab1b15402e8,3,uncertain_boundary,low,strong,recursion_entry,"[""add_only_semantic_anchor"", ""candidate_in_fix_series_hint"", ""non_release_tag_noise"", ""release_line_overreach"", ""release_reachability_too_broad"", ""whitespace_sensitive_blame""]","[""candidate:pre-fix-line:963caef4d423e31d032535d30db5320e09ef77a739c2ccdefe5855b706593487"", ""szz:pre-fix-line:963caef4d423e31d032535d30db5320e09ef77a739c2ccdefe5855b706593487"", ""root_cause:pre-fix-line:963caef4d423e31d032535d30db5320e09ef77a739c2ccdefe5855b706593487""]",False,raw_candidate_judged
30,CVE-2020-11869,pre-fix-line:5fd1fd3d1682a5e440f8fd81c8b055b726324cf9a9ccd8c818dd7f70edc60007,584acf34cb05f16e13a46d666196a7583d232616,1,plausible_introduction_boundary,medium,strong,state_declaration,"[""candidate_in_fix_series_hint"", ""non_release_tag_noise"", ""release_line_overreach""]","[""root_cause:pre-fix-line:5fd1fd3d1682a5e440f8fd81c8b055b726324cf9a9ccd8c818dd7f70edc60007"", ""szz:pre-fix-line:5fd1fd3d1682a5e440f8fd81c8b055b726324cf9a9ccd8c818dd7f70edc60007"", ""candidate:pre-fix-line:5fd1fd3d1682a5e440f8fd81c8b055b726324cf9a9ccd8c818dd7f70edc60007""]",True,raw_candidate_judged
30,CVE-2020-11869,pre-fix-line:c8401b17cc72da4caf175cef6f301f6be4475f2929df123abe8642f843e50966,862b4a291dcf143fdb227e97feb7fd45e6466aca,2,plausible_introduction_boundary,medium,strong,dangerous_use,"[""non_release_tag_noise"", ""release_line_overreach""]","[""root_cause:pre-fix-line:c8401b17cc72da4caf175cef6f301f6be4475f2929df123abe8642f843e50966"", ""szz:pre-fix-line:c8401b17cc72da4caf175cef6f301f6be4475f2929df123abe8642f843e50966"", ""candidate:pre-fix-line:c8401b17cc72da4caf175cef6f301f6be4475f2929df123abe8642f843e50966""]",False,raw_candidate_judged
30,CVE-2020-11947,pre-fix-line:7a42a2129549b71b7ae52d57c7efa63f5b2429add28c5ea1d2882375aaef5ebe,983924532f61091fd90d1f2fafa4aa938c414dbb,1,plausible_introduction_boundary,medium,strong,dangerous_use,"[""non_release_tag_noise"", ""release_reachability_too_broad""]","[""candidate:pre-fix-line:7a42a2129549b71b7ae52d57c7efa63f5b2429add28c5ea1d2882375aaef5ebe"", ""szz:pre-fix-line:7a42a2129549b71b7ae52d57c7efa63f5b2429add28c5ea1d2882375aaef5ebe"", ""root_cause:pre-fix-line:7a42a2129549b71b7ae52d57c7efa63f5b2429add28c5ea1d2882375aaef5ebe""]",True,raw_candidate_judged
30,CVE-2020-11984,pre-fix-line:b84ff9c1c671c0c3e4b8dc7d92e6a218a3c08161feddc92e0a8820193a2c77a1,23394f444cc73d6b01af5a8109f79c156a26607c,1,plausible_introduction_boundary,high,strong,state_declaration,"[""non_release_tag_noise""]","[""root_cause:pre-fix-line:b84ff9c1c671c0c3e4b8dc7d92e6a218a3c08161feddc92e0a8820193a2c77a1"", ""szz:pre-fix-line:b84ff9c1c671c0c3e4b8dc7d92e6a218a3c08161feddc92e0a8820193a2c77a1"", ""candidate:pre-fix-line:b84ff9c1c671c0c3e4b8dc7d92e6a218a3c08161feddc92e0a8820193a2c77a1"", ""root_cause:pre-fix-line:99b806cf39616c1c0676142bd2bc96cd1d3cc1a99fbfe114fad9c4efd7a1973d"", ""root_cause:pre-fix-line:ee07dfbbcdcd44a10b6fc69641be54ba4a4b23bc3787b9390e7fff4211e06c42""]",True,raw_candidate_judged
30,CVE-2020-11984,pre-fix-line:99b806cf39616c1c0676142bd2bc96cd1d3cc1a99fbfe114fad9c4efd7a1973d,99c59e098103ccf13b833281ec08493e042dfee0,2,plausible_introduction_boundary,medium,strong,state_declaration,"[""non_release_tag_noise""]","[""root_cause:pre-fix-line:99b806cf39616c1c0676142bd2bc96cd1d3cc1a99fbfe114fad9c4efd7a1973d"", ""szz:pre-fix-line:99b806cf39616c1c0676142bd2bc96cd1d3cc1a99fbfe114fad9c4efd7a1973d"", ""candidate:pre-fix-line:99b806cf39616c1c0676142bd2bc96cd1d3cc1a99fbfe114fad9c4efd7a1973d"", ""root_cause:pre-fix-line:b84ff9c1c671c0c3e4b8dc7d92e6a218a3c08161feddc92e0a8820193a2c77a1""]",False,raw_candidate_judged
30,CVE-2020-11984,pre-fix-line:ee07dfbbcdcd44a10b6fc69641be54ba4a4b23bc3787b9390e7fff4211e06c42,da54e90ddaa01c02a68fda8dc08004c97cb4aa2b,3,uncertain_boundary,low,strong,dangerous_use,"[""non_release_tag_noise"", ""whitespace_sensitive_blame""]","[""root_cause:pre-fix-line:ee07dfbbcdcd44a10b6fc69641be54ba4a4b23bc3787b9390e7fff4211e06c42"", ""szz:pre-fix-line:ee07dfbbcdcd44a10b6fc69641be54ba4a4b23bc3787b9390e7fff4211e06c42"", ""candidate:pre-fix-line:ee07dfbbcdcd44a10b6fc69641be54ba4a4b23bc3787b9390e7fff4211e06c42""]",False,raw_candidate_judged
30,CVE-2020-11985,pre-fix-line:d80b68bdd5474280a125b5d514eea83b5eb5ca6731159bd5d4c3263766e37779,f3f2abdb9eddec36f839ce870a32f6d6916fe49d,1,plausible_introduction_boundary,medium,strong,state_declaration,"[""release_reachability_too_broad""]","[""candidate:pre-fix-line:d80b68bdd5474280a125b5d514eea83b5eb5ca6731159bd5d4c3263766e37779"", ""szz:pre-fix-line:d80b68bdd5474280a125b5d514eea83b5eb5ca6731159bd5d4c3263766e37779"", ""root_cause:pre-fix-line:d80b68bdd5474280a125b5d514eea83b5eb5ca6731159bd5d4c3263766e37779""]",True,raw_candidate_judged
30,CVE-2020-11993,pre-fix-line:0b555d39ec6248d2bf3f4ad935dc2046d9735389a041a44c3bd652dac23ac067,c671673db96e286e2321d5babf05c767cb76a1ef,1,uncertain_boundary,medium,strong,dangerous_use,"[""candidate_in_fix_series_hint"", ""move_copy_sensitive_blame"", ""non_release_tag_noise""]","[""candidate:pre-fix-line:0b555d39ec6248d2bf3f4ad935dc2046d9735389a041a44c3bd652dac23ac067"", ""szz:pre-fix-line:0b555d39ec6248d2bf3f4ad935dc2046d9735389a041a44c3bd652dac23ac067"", ""root_cause:pre-fix-line:0b555d39ec6248d2bf3f4ad935dc2046d9735389a041a44c3bd652dac23ac067""]",True,raw_candidate_judged
30,CVE-2020-12284,pre-fix-line:0010b4f1922aa4e985d49e5b71d6445084577185ae70002d05f6167acef5cd71,525de2000b018c659c5dd472610305cb2ffb9edc,1,uncertain_boundary,low,fallback,missing_guard_target,"[""add_only_semantic_anchor"", ""broad_candidate_range"", ""fallback_candidate"", ""no_model_anchor"", ""non_release_tag_noise"", ""weak_root_cause_binding""]","[""szz:pre-fix-line:0010b4f1922aa4e985d49e5b71d6445084577185ae70002d05f6167acef5cd71"", ""root_cause:pre-fix-line:0010b4f1922aa4e985d49e5b71d6445084577185ae70002d05f6167acef5cd71"", ""candidate:pre-fix-line:0010b4f1922aa4e985d49e5b71d6445084577185ae70002d05f6167acef5cd71""]",True,raw_candidate_judged
30,CVE-2020-13164,pre-fix-line:1bab2ed514c9ecf7c49d4a12e9e85aa5041f7fb63162f0f1f1292b9592711824,354b4b74d08fbafe23c7929f1f68eb4c84df4e2f,1,plausible_introduction_boundary,high,strong,recursion_entry,"[""non_release_tag_noise"", ""release_line_overreach"", ""release_reachability_too_broad""]","[""candidate:pre-fix-line:1bab2ed514c9ecf7c49d4a12e9e85aa5041f7fb63162f0f1f1292b9592711824"", ""szz:pre-fix-line:1bab2ed514c9ecf7c49d4a12e9e85aa5041f7fb63162f0f1f1292b9592711824"", ""root_cause:pre-fix-line:1bab2ed514c9ecf7c49d4a12e9e85aa5041f7fb63162f0f1f1292b9592711824""]",True,raw_candidate_judged
30,CVE-2020-13164,pre-fix-line:f3a7dba184c0dac915bd0d6464ac70e5a34d7b8141277682ad010849855faa1c,c38eb2f027ace5a85007fb67084d2fa927467540,2,plausible_introduction_boundary,medium,strong,control_predecessor,"[""non_release_tag_noise"", ""release_line_overreach"", ""release_reachability_too_broad""]","[""candidate:pre-fix-line:f3a7dba184c0dac915bd0d6464ac70e5a34d7b8141277682ad010849855faa1c"", ""szz:pre-fix-line:f3a7dba184c0dac915bd0d6464ac70e5a34d7b8141277682ad010849855faa1c"", ""root_cause:pre-fix-line:f3a7dba184c0dac915bd0d6464ac70e5a34d7b8141277682ad010849855faa1c""]",False,raw_candidate_judged
