path	lfsoid	lfspointer_size
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq1_effectiveness/results/DS_LINUX/baseline_raszz_20260202_023407.json	6ca0e2d059bd742d0329b24fffa2f4ae7cdb12de602c7b6393f6bd3f87ef2a7a	92475
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq1_effectiveness/results/DS_LINUX/baseline_rszz_20260201_202132.json	8e6b3a29f0352f43e4de2d59d3599cd08ff3c9a96deef32a7582da6d1fc76e38	85008
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq1_effectiveness/results/DS_LINUX/baseline_vszz_20260129_195617.json	d3baf9048a27c8da120fcfff5bb4f777b56748fee232967c7c4f28bd6bd096b5	90954
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq1_effectiveness/results/DS_LINUX/statistical_comparison.json	19d60bfe73b8c53234b2a5981b6058972505e8ed484a405fa22a7823a3edd691	4503
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq1_effectiveness/results/DS_LINUX/szz_agent_stage_01_20260129_181135.json	5b849cbf31344814e5fc822adb5890068cead1d0d2d98c734ef32d22522a6ca5	214550
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq1_effectiveness/results/DS_LINUX/szz_agent_stage_02_20260130_125819.json	54d0fb057c52a04a857cf451bb198da89535e829cf1e2dcefca962c051d5c8fd	129137
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq2a_data_leakage/results/baseline_agszz_20260202_143638.json	f9d4f557e3d3f4f8b232f9ea1d4df0e3b05388576df2334d4ba367f0ae7c18cc	49501
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq2a_data_leakage/results/baseline_bszz_20260202_143005.json	6edd5e2cc3c84721cd97575e8aa95ff8a23e52410cfd5983f22596ef8f2874db	49491
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq2a_data_leakage/results/baseline_llm4szz_20260202_184212.json	b70f4ff026b57aaccd2c0e54874c97f4ef61f323967c57ee2807ef428d060523	47215
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq2a_data_leakage/results/baseline_lszz_20260202_143840.json	964657327069aabb81b00bf417d8c2e8adee91d4346d3634f54d844ae21b7b71	46923
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq2a_data_leakage/results/baseline_maszz_20260202_171303.json	79117a11ef7f3d87c47371e7bbcec55e98780b61ff0af3cc77db83683aa92a9f	50138
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq2a_data_leakage/results/baseline_raszz_20260202_171452.json	3a87454ffae9cd958355d527c7b31e6cd5a1d6d578c1631aa5285eb2d35b8c72	50138
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq2a_data_leakage/results/baseline_rszz_20260202_171026.json	3faa7505a810c9f2ccf4a3348ee28400a0455f3297a124024492a0324786956a	46908
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq2a_data_leakage/results/baseline_vszz_20260202_175926.json	3c42e7ad7bf23b6ac7da0541543f070fc6593dd0f22733329cc0892cb4cbcf50	48890
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq2a_data_leakage/results/simple_szz_agent_20260211_212858.json	bdc93c8a771759d2e3fd913e1e65e1cd7c3e451fe4f50bee1eef471f2de591ea	933850
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq2a_data_leakage/results/statistical_comparison.json	f3b8157b888f823223cc347c9f4f7f1f39bef6e68cf8d96ecda8cd4d7b3845fa	4501
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq2a_data_leakage/results/szz_agent_stage_01_20260202_111653.json	1a31f3d71e87d4d9890b7cb0b1f8d77be19dde578e78599f979dce1ea403f1a1	109768
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq2a_data_leakage/results/szz_agent_stage_02_20260202_194137.json	7e3cefca48243cdd51a08b5307350c501a948c5ba0a6b7b25db09e6fb821188b	67126
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq2b_llm_backbone/results/baseline_llm4szz_20260129_231224.json	2c3ac55cb72fd6953524ba93ad66e61125d31cdad6e966a2a612f29967e3afae	86339
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq2b_llm_backbone/results/baseline_llm4szz_20260130_111252.json	6a1da42e5a21a210fd89f898bbaa63903662d20c982bc8855f617c4ef9002cb3	86551
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq2b_llm_backbone/results/baseline_llm4szz_20260203_125937.json	06c3e0fea2357de63cb86b7c3dee0494b7b4cd602485eae1686d7711214c3ec6	86658
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq2b_llm_backbone/results/statistical_comparison.json	d9a3cb1b9e5847adccd82b94f46c7cb4e5d262d780974bf36b53fe4b13298e58	1699
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq2b_llm_backbone/results/szz_agent_stage_01_20260129_181135.json	5b849cbf31344814e5fc822adb5890068cead1d0d2d98c734ef32d22522a6ca5	214550
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq2b_llm_backbone/results/szz_agent_stage_02_20260130_125819.json	54d0fb057c52a04a857cf451bb198da89535e829cf1e2dcefca962c051d5c8fd	129137
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq2c_context_ablation/results/baseline_bszz_20260202_143005.json	6edd5e2cc3c84721cd97575e8aa95ff8a23e52410cfd5983f22596ef8f2874db	49491
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq2c_context_ablation/results/szz_agent_stage_01_20260202_111653.json	1a31f3d71e87d4d9890b7cb0b1f8d77be19dde578e78599f979dce1ea403f1a1	109768
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq2c_context_ablation/results/szz_agent_stage_01_20260205_190521.json	bc986dc054f1ee29382a331b504a0ddf2295dc08e9b2e778747435915d0f5462	103325
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq2c_context_ablation/results/szz_agent_stage_01_20260205_200055.json	93b6bf21aecb10dd6ad79eb03d9e5d12964bdef0c24b650201944e149cd65389	103039
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq2c_context_ablation/results/szz_agent_stage_01_20260206_083331.json	efc34cfc323677a38d3843ca5a2c5b06527d7feb73bb5f721576edde78db4072	102173
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq2c_context_ablation/results/szz_agent_stage_02_20260202_194137.json	7e3cefca48243cdd51a08b5307350c501a948c5ba0a6b7b25db09e6fb821188b	67126
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq2c_context_ablation/results/szz_agent_stage_02_20260206_111716.json	717acf155b8011d18bbff3968f27c76ec9ea2dfc8f86d1cea6ad63b4f9c29497	120392
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq2c_context_ablation/results/szz_agent_stage_02_20260206_131801.json	5dc15bffc444e77c49d46216bf2cebdf03c22f67bac85bcef628ce8ec7713909	112002
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq2c_context_ablation/results/szz_agent_stage_02_20260206_165630.json	19730610071ae5218b7049b0ee32622d0734bdfabd1884f396bba84b6a956abf	118043
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq2d_stage_analysis/results/szz_agent_stage_01_20260202_111653.json	46e3ab4ec4a61405358ce2e00f984b7bd32d9dab5242dd16f4ec332f2015f0cb	109792
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq2d_stage_analysis/results/szz_agent_stage_02_20260202_194137.json	bf1559d43ce536bc40674009efe5beed558268f8f93448b16d694e24572a70e1	67150
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq2d_stage_analysis/results/szz_agent_stage_02_20260208_202211.json	5532732ce5791f128359b1b0460c39c297a8d3a89b4b8af8bb415be6d0f8ea1b	273278
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq2e_threshold/results/szz_agent_stage_01_20260202_111653.json	46e3ab4ec4a61405358ce2e00f984b7bd32d9dab5242dd16f4ec332f2015f0cb	109792
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq2e_threshold/results/szz_agent_stage_02_20260202_194137.json	bf1559d43ce536bc40674009efe5beed558268f8f93448b16d694e24572a70e1	67150
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq2e_threshold/results/szz_agent_stage_02_20260209_112058.json	1c25d32166d5f93037561362ad7c2fb9d9445be57929c1eeb5107f01f1ae9aa0	125582
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq2e_threshold/results/szz_agent_stage_02_20260209_131005.json	4e4b667e2ca31a773d2836fe42b138da44fbef29265fd4f5ccfa7c1ce3461c1c	120947
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq2e_threshold/results/szz_agent_stage_02_20260209_151746.json	da389ac7d22456d1c419f2adbb5a26a31c6f11189b6dbe88c8db1439a85d5b81	145090
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq2e_threshold/results/szz_agent_stage_02_20260209_202153.json	931bb888a16957132902ed9c189274d1fa1ead593a7f78bb23ef9af21b3965f0	119469
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq3_simple_agent/results/DS_GITHUB-c/baseline_agszz_20260204_132135.json	34da6ca8346bee23f6d85522c70987c37d0ca2d28877bed47e8623a6fcbeb680	46899
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq3_simple_agent/results/DS_GITHUB-c/baseline_bszz_20260204_123509.json	74e0edd6aae1fcf5065706946b263a9be9f85d6a9e9118f2100db248b72ee25f	46990
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq3_simple_agent/results/DS_GITHUB-c/baseline_llm4szz_20260204_153717.json	7470a4be0143db93636713f03f856761282189b40b9abd40ad2ccfe9f1c220e0	43104
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq3_simple_agent/results/DS_GITHUB-c/baseline_lszz_20260204_132645.json	d13d5b200a390e0f2ac18629e56de7dd0b6649c386289e9672525860a879ff1e	42002
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq3_simple_agent/results/DS_GITHUB-c/baseline_maszz_20260204_143538.json	7e5f0ee26c8f470d335f9c7731fcb7d22beb2edc92a9c697c862e64deb379a45	47151
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq3_simple_agent/results/DS_GITHUB-c/baseline_raszz_20260204_142421.json	f78280c9ad313a642c4f93efab7e55c1b26c4da25e27680b90011d79ec05f133	47151
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq3_simple_agent/results/DS_GITHUB-c/baseline_rszz_20260204_132923.json	2101e58b40789c5ee2efe4a979fe7564c9c012dca71feafe6c160ec5a2987f00	42671
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq3_simple_agent/results/DS_GITHUB-c/baseline_vszz_20260204_142653.json	bf6b54c6a4f5f12430cb7d4ba460a47542a268041719dd90ddbc27e09877f674	47016
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq3_simple_agent/results/DS_GITHUB-c/simple_szz_agent_20260212_201433.json	c44fbc2dc64fdd7b0d63fdd79918b0d6176b0edb22aa832ddbd9457d98bcab14	888259
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq3_simple_agent/results/DS_GITHUB-c/szz_agent_stage_02_20260205_104113.json	1ff0d33782c01c37bd5b698d88049d5daedcf38d4500047c06a4dbde7a3052bf	80776
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq3_simple_agent/results/DS_GITHUB-j/baseline_agszz_20260203_105927.json	1b731aa4b6abd2f24304f4918330ae06a9277a88998ef8b24a57d7f22a88d5cf	37663
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq3_simple_agent/results/DS_GITHUB-j/baseline_bszz_20260203_102549.json	47d173540307c7c5e4d18d84b2cf39f1d387775a748ea4e0bd04ef36c2de8096	37205
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq3_simple_agent/results/DS_GITHUB-j/baseline_llm4szz_20260203_165831.json	fee1a412cf3e96bd8b9a2d9e16e2f00bf1325364ede012cd6d531092788244f0	32393
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq3_simple_agent/results/DS_GITHUB-j/baseline_lszz_20260203_112306.json	0ce2aa5879b6275f8e4df5d4e3044e68ab5d522e0682682996a65a967fd90e65	32091
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq3_simple_agent/results/DS_GITHUB-j/baseline_maszz_20260203_121332.json	51390c7a7d9d7f1bdca501e72602f3f6dcafe81bc4cf93d93fea8c05202407d6	38112
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq3_simple_agent/results/DS_GITHUB-j/baseline_raszz_20260203_163206.json	dcf633d01c96538a16f824071fc84bac6651b36cd9d5e04340db99868fe80ba8	37455
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq3_simple_agent/results/DS_GITHUB-j/baseline_rszz_20260203_114505.json	0c2d350f8052b0f5cefeb308cb6c8e70a24322c900095b07308ebf93d0d56699	32080
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq3_simple_agent/results/DS_GITHUB-j/baseline_vszz_20260203_150807.json	8c589c33d85bb48550c9d2f13a696ee9227d70be56689a1599560c2d8f107783	37829
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq3_simple_agent/results/DS_GITHUB-j/simple_szz_agent_20260212_154210.json	c78f691e14201dd9c49cd23f8a04280c7dc2181d0126551d0bc75158c0131c72	750922
